1001,710
1002,829
1003,380
1004,165
1005,593
1006,680
1007,911
1008,828
1009,171
1010,130
1011,194
1012,250
1013,679
1014,616
1015,523
1016,330
1017,145
1018,351
1019,183
1020,300
1021,821
1022,174
1023,478
1024,800
1025,514
1026,524
1027,144
1028,573
1029,201
1030,294
1031,658
1032,787
1033,768
1034,277
1035,191
1036,357
1037,960
1038,332
1039,912
1040,160
1041,651
1042,520
1043,392
1044,610
1045,383
1046,338
1047,574
1048,435
1049,993
1050,263
1051,314
1052,149
1053,337
1054,951
1055,522
1056,257
1057,974
1058,856
1059,795
1060,339
1061,856
1062,617
1063,592
1064,839
1065,821
1066,900
1067,530
1068,819
1069,944
1070,112
1071,107
1072,574
1073,359
1074,759
1075,976
1076,636
1077,255
1078,857
1079,912
1080,370
1081,502
1082,186
1083,878
1084,121
1085,370
1086,882
1087,720
1088,467
1089,252
1090,495
1091,370
1092,167
1093,598
1094,982
1095,810
1096,960
1097,786
1098,646
1099,167
1100,607
1101,639
1102,723
1103,661
1104,610
1105,368
1106,243
1107,921
1108,972
1109,344
1110,836
1111,949
1112,190
1113,822
1114,784
1115,452
1116,693
1117,845
1118,325
1119,442
1120,612
1121,560
1122,133
1123,959
1124,931
1125,320
1126,750
1127,788
1128,563
1129,766
1130,931
1131,717
1132,504
1133,634
1134,572
1135,993
1136,192
1137,932
1138,801
1139,192
1140,677
1141,248
1142,821
1143,235
1144,632
1145,264
1146,597
1147,827
1148,806
1149,160
1150,983
1151,735
1152,584
1153,274
1154,453
1155,305
1156,531
1157,665
1158,299
1159,257
1160,855
1161,674
1162,694
1163,698
1164,930
1165,123
1166,344
1167,398
1168,407
1169,938
1170,632
1171,373
1172,568
1173,601
1174,501
1175,869
1176,510
1177,979
1178,355
1179,472
1180,230
1181,356
1182,645
1183,580
1184,166
1185,338
1186,101
1187,822
1188,334
1189,917
1190,431
1191,835
1192,124
1193,331
1194,106
1195,635
1196,186
1197,128
1198,319
1199,277
1200,228
1201,447
1202,198
1203,911
1204,302
1205,878
1206,726
1207,954
1208,899
1209,145
1210,758
1211,891
1212,920
1213,738
1214,598
1215,672
1216,782
1217,767
1218,414
1219,995
1220,208
1221,751
1222,461
1223,963
1224,583
1225,989
1226,535
1227,181
1228,881
1229,903
1230,715
1231,516
1232,487
1233,398
1234,265
1235,209
1236,536
1237,783
1238,358
1239,572
1240,840
1241,582
1242,599
1243,330
1244,543
1245,565
1246,423
1247,135
1248,918
1249,960
1250,547
1251,303
1252,250
1253,699
1254,341
1255,732
1256,743
1257,185
1258,493
1259,478
1260,553
1261,650
1262,701
1263,550
1264,985
1265,873
1266,387
1267,831
1268,650
1269,513
1270,821
1271,370
1272,164
1273,336
1274,890
1275,288
1276,295
1277,152
1278,531
1279,614
1280,210
1281,184
1282,207
1283,777
1284,977
1285,988
1286,923
1287,624
1288,702
1289,758
1290,781
1291,130
1292,366
1293,486
1294,350
1295,377
1296,221
1297,955
1298,246
1299,443
1300,414
1301,468
1302,871
1303,539
1304,310
1305,132
1306,439
1307,657
1308,706
1309,762
1310,148
1311,372
1312,308
1313,696
1314,805
1315,786
1316,298
1317,611
1318,254
1319,724
1320,869
1321,750
1322,142
1323,224
1324,449
1325,678
1326,667
1327,767
1328,338
1329,425
1330,887
1331,147
1332,255
1333,263
1334,422
1335,191
1336,938
1337,768
1338,432
1339,753
1340,390
1341,627
1342,506
1343,583
1344,512
1345,912
1346,357
1347,202
1348,778
1349,879
1350,667
1351,945
1352,611
1353,127
1354,512
1355,231
1356,942
1357,221
1358,348
1359,316
1360,923
1361,337
1362,628
1363,395
1364,116
1365,663
1366,331
1367,520
1368,147
1369,931
1370,890
1371,114
1372,429
1373,163
1374,518
1375,863
1376,909
1377,977
1378,131
1379,756
1380,198
1381,483
1382,166
1383,261
1384,286
1385,972
1386,525
1387,502
1388,316
1389,424
1390,795
1391,857
1392,210
1393,183
1394,869
1395,683
1396,945
1397,417
1398,926
1399,822
1400,831
1401,744
1402,396
1403,955
1404,737
1405,452
1406,282
1407,185
1408,836
1409,268
1410,199
1411,852
1412,812
1413,969
1414,544
1415,781
1416,277
1417,702
1418,105
1419,291
1420,224
1421,962
1422,242
1423,608
1424,868
1425,409
1426,758
1427,337
1428,906
1429,964
1430,782
1431,320
1432,735
1433,725
1434,517
1435,704
1436,400
1437,659
1438,322
1439,456
1440,952
1441,663
1442,389
1443,879
1444,243
1445,355
1446,954
1447,548
1448,246
1449,356
1450,383
1451,227
1452,493
1453,823
1454,443
1455,675
1456,847
1457,804
1458,771
1459,223
1460,267
1461,462
1462,248
1463,417
1464,243
1465,783
1466,448
1467,313
1468,207
1469,732
1470,840
1471,588
1472,887
1473,450
1474,753
1475,663
1476,174
1477,101
1478,935
1479,952
1480,210
1481,326
1482,482
1483,785
1484,582
1485,311
1486,234
1487,989
1488,144
1489,679
1490,801
1491,268
1492,553
1493,969
1494,463
1495,584
1496,313
1497,847
1498,534
1499,841
1500,256
1501,674
1502,911
1503,908
1504,663
1505,542
1506,527
1507,962
1508,253
1509,261
1510,955
1511,665
1512,397
1513,689
1514,811
1515,312
1516,288
1517,800
1518,898
1519,558
1520,181
1521,262
1522,508
1523,588
1524,881
1525,252
1526,108
1527,904
1528,273
1529,794
1530,302
1531,353
1532,834
1533,733
1534,116
1535,439
1536,410
1537,232
1538,322
1539,344
1540,478
1541,863
1542,453
1543,868
1544,686
1545,709
1546,295
1547,828
1548,449
1549,559
1550,161
1551,179
1552,274
1553,696
1554,880
1555,976
1556,586
1557,324
1558,596
1559,770
1560,902
1561,665
1562,667
1563,434
1564,570
1565,194
1566,452
1567,407
1568,155
1569,290
1570,664
1571,290
1572,642
1573,588
1574,844
1575,552
1576,186
1577,358
1578,484
1579,684
1580,708
1581,311
1582,617
1583,836
1584,107
1585,721
1586,480
1587,270
1588,922
1589,784
1590,241
1591,413
1592,385
1593,138
1594,185
1595,574
1596,795
1597,867
1598,168
1599,758
1600,669
1601,624
1602,271
1603,230
1604,180
1605,777
1606,895
1607,118
1608,433
1609,250
1610,263
1611,125
1612,307
1613,305
1614,412
1615,224
1616,202
